,aliases,align,alive,appearances,birth,character_id,character_name,count_of_issue_appearances,deck,eye,first_appeared_in_issue,gsm,hair,identity_type,image,join_name,origin,page_id,powers,publisher,real_name,sex,teams,year
1880,Green Lantern of Sector 2814,Good Characters,Deceased Characters,2,,55054,Waverly Sayre,4,Honored Fallen Lantern of Space Sector 2814,,Sep-92,,Black Hair,,https://comicvine.gamespot.com/api/image/scale_large/393590-119661-waverly-sayre.JPG,waverly_sayre_sep_92,Human,179171,,DC Comics,Waverly Sayre ,Male Characters,,1992
1881,None,Bad Characters,Deceased Characters,2,,114067,Jiv Reduu,1,,,Aug-91,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/4371297-jiv_reduu_01.jpg,jiv_reduu_aug_91,Alien,274478,,DC Comics,None,Male Characters,,1991
1882,None,Bad Characters,Living Characters,2,,97413,Miliza,2,Bana Amazon who fought alongside Circe against Wonder Woman.,Brown Eyes,Nov-91,,Black Hair,,https://comicvine.gamespot.com/api/image/scale_large/3600128-miliza.jpg,miliza_nov_91,Human,344898,,DC Comics,None,Female Characters,,1991
1883,None,Bad Characters,Deceased Characters,2,,97412,Rashira,2,Bana Amazon who survived Pythia thought had killed.,,Oct-91,,,,https://comicvine.gamespot.com/api/image/scale_large/3600109-rashira2.jpg,rashira_oct_91,Human,344896,,DC Comics,Rashira,Female Characters,,1991
1884,None,Good Characters,Living Characters,2,,58687,Calliope,26,"The muse of ancient Greek mythos, and former wife of Dream of the Endless.",,Jul-90,,,,https://comicvine.gamespot.com/api/image/scale_large/5096354-d5fa9030-0dee-012d-aed6-0050569428b1.jpg,calliope_jul_90,God/Eternal,345638,,DC Comics,Calliope,Female Characters,,1990
1885,None,Bad Characters,Deceased Characters,2,,92580,Carny,7,The wacky ruler of Wacky World and preserver of the legacy of Uncle Mitch.,,Sep-90,,,,https://comicvine.gamespot.com/api/image/scale_large/3323650-carny%20b.jpg,carny_sep_90,Robot,279668,,DC Comics,Carny,Male Characters,,1990
1886,None,Bad Characters,Living Characters,2,,108325,Curtis Base,3,"The second, and shortly lived, Joker.",Blue Eyes,Jul-90,,Green Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/4138933-joker.jpg,curtis_base_jul_90,Human,70563,,DC Comics,Curtis Base,Male Characters,,1990
1887,"Annihilating Eye of Shiva
Antigod
Eye of Horus
Lord of Force and Fire
Unmaker",Bad Characters,Living Characters,2,,65343,Decreator,8,Evil entity summoned by the Cult of the Unwritten Book to unmake the world.,,May-90,,,,https://comicvine.gamespot.com/api/image/scale_large/929289-decreator.jpg,decreator_may_90,God/Eternal,150710,,DC Comics,None,Male Characters,,1990
1888,None,Neutral Characters,Living Characters,2,,96017,Gulacia,2,"A woman of Atlantis, a false friend of queen Narmea.",Hazel Eyes,May-90,,Brown Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/3550331-3535785-atlantischronicles3_17b.jpg,gulacia_may_90,Other,314446,,DC Comics,Gulacia,Female Characters,,1990
1889,None,Good Characters,Deceased Characters,2,,96018,Illya,2,"Illya was the third official chronist of Atlantis since her brother's death (Britton, son of Cole), by black flu.",Green Eyes,May-90,,Red Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/3535848-atlantischronicles3_32.jpg,illya_may_90,Other,308341,,DC Comics,Illya,Female Characters,,1990
1890,"Khen-To
Green Lantern 2090",Good Characters,Deceased Characters,2,,52005,Khen-To,7,Honored Fallen Lantern of Space Sector 2090,,Apr-90,,,,https://comicvine.gamespot.com/api/image/scale_large/324893-135575-khen-to.gif,khen-to_apr_90,Alien,304338,,DC Comics,Khen-To,Male Characters,,1990
1891,None,Bad Characters,Living Characters,2,,146054,Marleah,3,"A citizen of Rann with conservative, xenophobic views. She made bad decisions in trying to help her people, but tried to redeem herself in the end when she found out she'd been played for a fool by Rann's enemies.",Grey Eyes,Mar-90,,Brown Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6296075-marleah10.jpg,marleah_mar_90,Alien,22427,,DC Comics,Marleah,Female Characters,,1990
1892,None,,Living Characters,2,,138833,Obatala,2,,,Apr-90,,,,https://comicvine.gamespot.com/api/image/scale_large/6373148-blank.png,obatala_apr_90,,16288,,DC Comics,None,Male Characters,,1990
1893,None,Bad Characters,Living Characters,2,,119151,Rafael Santini,3,Rafael Santini was a  mobster and one of The Penguin's greatest rivals.,Blue Eyes,Jan-90,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/4631500-rafael_santini_0001.jpg,rafael_santini_jan_90,Human,129951,,DC Comics,Rafael Santini,Male Characters,,1990
1894,None,Good Characters,Deceased Characters,2,,96016,Viro,3,One of friends of Bazil who accompanied him in shark huntings.,Brown Eyes,May-90,,Grey Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/3550328-3535870-atlantischronicles3_21b.jpg,viro_may_90,Other,314572,,DC Comics,Viro,Male Characters,,1990
1895,None,Good Characters,Deceased Characters,2,,49921,Akarl,1,"Akarl was an inhabitant of the paradise-like New Genesis, and a childhood friend of Orion but he met his end in the midst of a Bug raid.",,Mar-89,,,,https://comicvine.gamespot.com/api/image/scale_large/273329-116369-akarl.jpg,akarl_mar_89,God/Eternal,165893,,DC Comics,None,Male Characters,,1989
1896,Azzarene,Good Characters,Living Characters,2,,78991,Azzarene,2,Keeper of the Holy Grail.,,Feb-89,,,,https://comicvine.gamespot.com/api/image/scale_large/1932905-azzarene_1.jpg,azzarene_feb_89,Infection,302925,,DC Comics,Azzarene,Male Characters,,1989
1897,None,Good Characters,Living Characters,2,,97424,Batiri,2,Bana Amazon who counters another Bana named Faruka claim to leadership of the Bana.,Brown Eyes,Sep-89,,Brown Hair,,https://comicvine.gamespot.com/api/image/scale_large/3604546-3600223-batiri.jpg,batiri_sep_89,Human,344875,,DC Comics,Batiri,Female Characters,,1989
1898,None,Good Characters,Deceased Characters,2,,97420,Kadesha Banu,4,"Bana Amazon who is the high priestess, master methodologist and supreme alchemist.",Brown Eyes,May-89,,Brown Hair,,https://comicvine.gamespot.com/api/image/scale_large/3600189-kadesha2.jpg,kadesha_banu_may_89,Human,344858,,DC Comics,Kadesha Banu,Female Characters,,1989
1899,None,Neutral Characters,Living Characters,2,,66775,Kirigi,6,One of the martial arts masters who trained Batman. He is the master of the lethal vibrating palm technique and it is considered a privilege to study with him.,,Mar-89,,White Hair,,https://comicvine.gamespot.com/api/image/scale_large/2208196-kirigi.jpg,kirigi_mar_89,Human,65951,,DC Comics,None,Male Characters,,1989
1900,None,Good Characters,Living Characters,2,,116036,Lydia,2,A one shot Amazonian from the post-Crisis universe.,,Jul-89,,Brown Hair,,https://comicvine.gamespot.com/api/image/scale_large/4427328-lydia_001.jpg,lydia_jul_89,God/Eternal,343962,,DC Comics,Lydia,Female Characters,,1989
1901,None,,Living Characters,2,,113898,Manuel Castillo,2,A one shot character from a Flash story in the post-Crisis universe.,,Jun-89,,Black Hair,,https://comicvine.gamespot.com/api/image/scale_large/4367671-manuel_castillo.jpg,manuel_castillo_jun_89,Human,27948,,DC Comics,Manuel Castillo,Male Characters,,1989
1902,None,Bad Characters,Living Characters,2,,113901,Mister Sprynt,2,A one shot character from a Flash story in the post-Crisis universe.,,Nov-89,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/4367796-mrsprynt.jpg,mister_sprynt_nov_89,Human,66547,,DC Comics,None,Male Characters,,1989
1903,None,Good Characters,Living Characters,2,,97411,Shalimar,2,"She's a Bana Amazon who informs Nehebka that Queen Anahid is dead, and Nehebka tells her to call off their raid.",,Jun-89,,,,https://comicvine.gamespot.com/api/image/scale_large/3600096-shalimar.jpg,shalimar_jun_89,Human,344867,,DC Comics,Shalimar,Female Characters,,1989
1904,None,,Living Characters,2,,113881,Clipper,2,He was a Pre-World War II super hero. He took on Mason Trollbridge as a sidekick.,,Dec-88,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/4366886-clipper.jpg,clipper_dec_88,Human,4962,,DC Comics,None,Male Characters,,1988
1905,None,,Living Characters,2,,113869,Eric Gunderson,2,A one shot character from a Flash story in the post-Crisis universe.,,Mar-88,,Blond Hair,,https://comicvine.gamespot.com/api/image/scale_large/4366685-eric_gunderson_001.jpg,eric_gunderson_mar_88,Human,4066,,DC Comics,Eric Gunderson,Male Characters,,1988
1906,None,,Living Characters,2,,113871,Jarrett Parker,2,A one shot character from a Flash story in the post-Crisis universe.,,Mar-88,,Brown Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/4366695-jarrett_parker_001.jpg,jarrett_parker_mar_88,Human,4061,,DC Comics,Jarrett Parker,Male Characters,,1988
1907,None,,Living Characters,2,,113870,Karin Preus,2,A one shot character from a Flash story in the post-Crisis universe.,,Mar-88,,Red Hair,,https://comicvine.gamespot.com/api/image/scale_large/4366702-karin_preus_001.jpg,karin_preus_mar_88,Human,4064,,DC Comics,Karin Preus,Female Characters,,1988
1908,None,Bad Characters,Living Characters,2,,52801,Mnemoth,10,"A hunger spirit from Africa, which Gary Lester captures in a magic flask.",,Jan-88,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1003924-mnemoth_2.jpg,mnemoth_jan_88,God/Eternal,9411,,DC Comics,Mnemoth,Male Characters,,1988
1909,None,,Deceased Characters,2,,49814,Nikolai Latikov,7,He was a Russian KGB agent who was one of 10 chosen individuals to advance the human race during the events of Millennium.,,Jan-88,,,,https://comicvine.gamespot.com/api/image/scale_large/5829379-nikolai%20latikov%20%231%20final.jpg,nikolai_latikov_jan_88,Human,382042,,DC Comics,Nikolai Latikov,Male Characters,,1988
1910,None,,Living Characters,2,,113868,Owen Slade,3,He was Wally West's psychiatrist in Manhattan.,,Feb-88,,Grey Hair,,https://comicvine.gamespot.com/api/image/scale_large/4366670-owen_slade_001.jpg,owen_slade_feb_88,Human,4051,,DC Comics,Owen Slade,Male Characters,,1988
1911,None,,Living Characters,2,,113884,Sally Milton ,2,A one shot character from a Flash story in the post-Crisis universe.,Auburn Hair,Dec-88,,,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/4367529-sally_milton.jpg,sally_milton_dec_88,Human,4935,,DC Comics,Sally Milton,Female Characters,,1988
1912,None,Bad Characters,Deceased Characters,2,,71101,Wes Anselm,3,Wes Anselm is a pedophile who kidnapped Deadshot's son,,Dec-88,,Blond Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/4929956-1wes.png,wes_anselm_dec_88,Human,311898,,DC Comics,Wesley Anselm,Male Characters,,1988
1913,None,Good Characters,Living Characters,2,,115978,Acantha,4,An Amazonian.,,Nov-87,,,,https://comicvine.gamespot.com/api/image/scale_large/6048917-acantha_001.jpg,acantha_nov_87,God/Eternal,343954,,DC Comics,Acantha,Female Characters,,1987
1914,None,Bad Characters,Living Characters,2,,135585,Charger,4,He uses electricity to attack his opponents and is a member of the Fearsome Five.,,Jul-87,,,,https://comicvine.gamespot.com/api/image/scale_large/5643384-charger.jpg,charger_jul_87,Human,15102,,DC Comics,None,Male Characters,,1987
1915,None,Bad Characters,Living Characters,2,,135584,Deuce,4,She has the power to enter one's mind and cause havoc and is a member of the Fearsome Five.,,Jul-87,,,,https://comicvine.gamespot.com/api/image/scale_large/5643367-deuce%20fearsome.jpg,deuce_jul_87,Human,15103,,DC Comics,None,Female Characters,,1987
1916,"Number One
Number Two
Number Three",Bad Characters,Living Characters,2,,73460,Fusion,1,Associate of the People's Heroes.  Driven insane by the same process that gave him his powers.,,Sep-87,,,,https://comicvine.gamespot.com/api/image/scale_large/1413079-fusion.jpg,fusion_sep_87,Human,186259,,DC Comics,None,Male Characters,,1987
1917,None,Neutral Characters,Living Characters,2,,146043,Kan-Z,4,Son of Misstress Nyra whom actions detonated the kyptonian clone wars.,Blue Eyes,Dec-87,,Blond Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6296302-kan-z_001.png,kan-z_dec_87,Alien,311748,,DC Comics,None,Male Characters,,1987
1918,None,Bad Characters,Living Characters,2,,100625,Nurse Rench,4,A nurse who works for The Crime Doctor.,,Oct-87,,Black Hair,,https://comicvine.gamespot.com/api/image/scale_large/3746530-nurse_rench_new_earth.jpg,nurse_rench_oct_87,Human,139559,,DC Comics,None,Female Characters,,1987
1919,None,Good Characters,Living Characters,2,,146042,Ran-L,3,Father of Van-L at the time of the Clone wars and member of the house of El.,Brown Eyes,Dec-87,,White Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6296296-ran-l_001.png,ran-l_dec_87,Alien,311647,,DC Comics,None,Male Characters,,1987
1920,Benny,Good Characters,Deceased Characters,2,,48023,Benjamin Lindgren,5,"Benjamin was a writer for Blaze Comics.  He worked on the Astro Teens book and then switched to the Booster Gold Comic. Later he was kidnapped, tortured and killed by the 1000.",,May-86,,Brown Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/1302682-steel_harbor_3.jpg,benjamin_lindgren_may_86,Human,331470,,DC Comics,None,Male Characters,,1986
1921,None,Neutral Characters,Deceased Characters,2,,79186,Caitiff,4,A vampire-like creature who was the last of his kind.,White Eyes,Mar-86,,Brown Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/2561665-2561662-vamp.png,caitiff_mar_86,Other,189517,,DC Comics,Caitiff,Male Characters,,1986
1922,None,Good Characters,Living Characters,2,,96024,Makaira,3,"A atlantean noble woman of Poseidonis, friend of Aquaman and Vulko.",,Feb-86,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/3550400-3537127-aquaman_1986_02_12.jpg,makaira_feb_86,Other,253124,,DC Comics,Makaira,Female Characters,,1986
1923,None,Good Characters,Deceased Characters,2,,48024,Martin Kramer,5,"Martain was an artist for Blaze Comics.  He worked on the Astro Teens book and then switched to the Booster Gold Comic. Later he was kidnapped, tortured and killed by the 1000.",,May-86,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/1302681-steel_harbor_4.jpg,martin_kramer_may_86,Human,331469,,DC Comics,None,Male Characters,,1986
1924,None,Bad Characters,Living Characters,2,,86199,Peter Lomax,6,Pete Lomax was a one time enemy of Green Arrow.,,Apr-85,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/2666370-bcga21z.jpg,peter_lomax_apr_85,Human,180760,,DC Comics,Peter Lomax,Male Characters,,1985
1925,None,Bad Characters,Living Characters,2,,31770,Anthor Stoneaxe,5,"Anthor Stoneaxe is one of the many that inhabits the sword of Katana, the Soultaker.",,Jun-84,,,,https://comicvine.gamespot.com/api/image/scale_large/275057-192041-anthor-stoneaxe.jpg,anthor_stoneaxe_jun_84,Human,193957,,DC Comics,None,Male Characters,,1984
1926,None,Bad Characters,Living Characters,2,,31732,Blowdart,5,"Blowdart is one of the many that inhabits the sword of Katana, the Soultaker.",,Jun-84,,,,https://comicvine.gamespot.com/api/image/scale_large/275059-46843-blowdart.jpg,blowdart_jun_84,Human,183487,,DC Comics,None,,,1984
1927,None,Neutral Characters,Living Characters,2,,71070,Charles Chase,1,The father of Adrian Chase the Vigilante.,,Jan-84,,Grey Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6373148-blank.png,charles_chase_jan_84,Human,365535,,DC Comics,Charles Chase,Male Characters,,1984
1928,Philip,Bad Characters,Deceased Characters,2,,31979,Cryonic Man,6,Cryonic Man uses his cryogenic devices to get the necessary organs for his wife at the expense of anyone's life.,,Jan-84,,,,https://comicvine.gamespot.com/api/image/scale_large/274819-197462-cryonic-man.jpg,cryonic_man_jan_84,Human,184507,,DC Comics,Philip,Male Characters,,1984
1929,"Kwo Varrikk
Green Lantern 24",Good Characters,Deceased Characters,2,,52440,Kwo Varrikk,7,Honored Former Lantern of Space Sector 24.,,Jun-84,,,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/764133-gl_kwo_varrikk.jpg,kwo_varrikk_jun_84,Alien,286862,,DC Comics,Kwo Varrikk,Male Characters,Black Lantern Corps; Green Lantern Corps,1984
1930,None,Bad Characters,Living Characters,2,,31731,Nunchaku,5,"Nunchaku is one of the many that inhabits the sword of Katana, the Soultaker.",,Jun-84,,,,https://comicvine.gamespot.com/api/image/scale_large/275058-128802-nunchaku.jpg,nunchaku_jun_84,Human,191808,,DC Comics,None,Male Characters,,1984
1931,None,Bad Characters,Living Characters,2,,31769,Shuriken,5,"Shuriken is one of the many that inhabits the sword of Katana, the Soultaker.",,Jun-84,,,,https://comicvine.gamespot.com/api/image/scale_large/4409348-surikan.jpg,shuriken_jun_84,Human,193246,,DC Comics,None,,,1984
1932,William Mallory,Bad Characters,Deceased Characters,2,,50593,Wrath,12,"The original Wrath, whose true identity was never revealed, was one of the world's greatest hitmen. He plagued Gotham for weeks, killing cops everyday to avenge the deaths of his criminal parents who had perished in a shootout with a rookie Jim Gordon decades in the past. Fascinated with the Batman, he mimicked the hero's costume, fighting style and methodology.",Blue Eyes,Jun-84,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/3153445-1.png,wrath_jun_84,Human,63194,,DC Comics,None,Male Characters,,1984
